
CREATE TABLE Investors (
    InvestorID INT PRIMARY KEY,
    Name VARCHAR(100),
    Email VARCHAR(100),
    RiskTolerance VARCHAR(100)
);

-- Portfolios Table
CREATE TABLE Portfolios (
    PortfolioID INT PRIMARY KEY,
    InvestorID INT,
    PortfolioName VARCHAR(100),
    CreatedDate DATE DEFAULT CURRENT_DATE
);

-- Assets Table (Stocks, Bonds, etc.)
CREATE TABLE Assets (
    AssetID INT PRIMARY KEY,
    Symbol VARCHAR(10) UNIQUE,
    AssetType VARCHAR(100),
    CurrentPrice DECIMAL(10,2)
);

-- Transactions Table
CREATE TABLE Transactions (
    TransactionID INT PRIMARY KEY,
    PortfolioID INT,
    AssetID INT,
    TransactionType VARCHAR(100),
    Quantity INT,
    PricePerUnit DECIMAL(10,2),
    TransactionDate DATE 
);

-- Insert Investors
INSERT INTO Investors (InvestorID, Name, Email, RiskTolerance) VALUES (1, 'Mr. Peter Walker', 'investor1@example.com', 'High');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (190, 43, 15, 'Sell', 49, 396.87, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (191, 43, 30, 'Sell', 23, 88.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (192, 43, 38, 'Buy', 8, 167.34, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (193, 43, 10, 'Sell', 11, 107.33, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (194, 44, 11, 'Sell', 14, 146.05, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (195, 44, 37, 'Sell', 12, 91.91, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (196, 44, 16, 'Sell', 31, 377.75, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (197, 44, 4, 'Sell', 21, 44867.86, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (198, 45, 31, 'Sell', 26, 685.3, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (199, 45, 25, 'Buy', 1, 122.44, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (200, 45, 37, 'Buy', 4, 98.36, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (201, 46, 24, 'Sell', 21, 87.49, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (202, 46, 16, 'Sell', 22, 334.31, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (203, 46, 34, 'Buy', 38, 16.59, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (204, 46, 33, 'Sell', 13, 150.37, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (205, 46, 14, 'Sell', 37, 227.05, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (206, 46, 9, 'Sell', 47, 362.38, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (207, 47, 4, 'Buy', 1, 45214.15, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (208, 47, 15, 'Buy', 34, 464.94, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (209, 47, 4, 'Sell', 16, 48961.67, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (210, 48, 23, 'Sell', 50, 100.79, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (211, 48, 29, 'Buy', 41, 78.97, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (212, 48, 38, 'Sell', 1, 144.4, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (213, 49, 29, 'Sell', 42, 73.24, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (214, 49, 35, 'Buy', 13, 286.14, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (215, 49, 30, 'Buy', 48, 93.79, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (216, 49, 37, 'Buy', 5, 98.81, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (217, 49, 36, 'Buy', 29, 122.25, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (218, 49, 39, 'Buy', 16, 391.3, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (219, 50, 18, 'Buy', 9, 231.34, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (220, 50, 23, 'Buy', 2, 95.36, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (221, 50, 3, 'Buy', 35, 722.02, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (222, 50, 4, 'Sell', 24, 43001.2, '2025-02-01');

 




